Day,Initial Spot Price,Index,Strike Price (Call),Strike Price (Put),Call Premium (Cost),Put Premium (Cost),Covered Call Profit,Protective Put Profit,Short Put Entry Profit,Covered Call Tooltip,Protective Put Tooltip,Short Put Entry Tooltip,S&P 500 Monthly %,Covered Call Profit Monthly %,Protective Put Profit Monthly %,Short Put Entry Profit Monthly %
13,4500,5787.969819182827,4550,4450,67.4457945519157,66.47286094590527,117.4457945519157,1221.4969582369222,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",1.709811357830171,11.74457945519157,122.14969582369221,6.647286094590527
14,4500,5263.209252692839,4550,4450,67.4457945519157,66.47286094590527,117.4457945519157,696.7363917469338,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-9.066401223288967,11.74457945519157,69.67363917469338,6.647286094590527
15,4500,4835.595124145429,4550,4450,67.4457945519157,66.47286094590527,117.4457945519157,269.12226319952333,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-8.124589162565188,11.74457945519157,26.91222631995233,6.647286094590527
16,4500,4723.823358027885,4550,4450,67.4457945519157,66.47286094590527,117.4457945519157,157.35049708197948,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-2.3114376462048503,11.74457945519157,15.735049708197948,6.647286094590527
17,4500,4508.220709619359,4550,4450,67.4457945519157,66.47286094590527,75.66650417127448,-58.25215132654648,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-4.564155601672127,7.566650417127447,-5.825215132654648,6.647286094590527
18,4500,4601.596629804888,4550,4450,67.4457945519157,66.47286094590527,117.4457945519157,35.12376885898266,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",2.07123666297635,11.74457945519157,3.5123768858982656,6.647286094590527
19,4500,4415.686586668908,4550,4450,67.4457945519157,66.47286094590527,-16.86761877917661,-32.15944761481296,32.15944761481296,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-4.0401203776060495,-1.686761877917661,-3.2159447614812957,3.2159447614812957
20,4500,4125.950494087797,4550,4450,67.4457945519157,66.47286094590527,-306.60371136028743,257.57664496629786,-257.57664496629786,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-6.561518506676467,-30.66037113602874,25.757664496629783,-25.757664496629783
21,4500,4448.939959672789,4550,4450,67.4457945519157,66.47286094590527,16.38575422470467,-65.41282061869424,65.41282061869424,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",7.828243844607785,1.638575422470467,-6.541282061869424,6.541282061869424
22,4500,4420.96139921207,4550,4450,67.4457945519157,66.47286094590527,-11.592806236013985,-37.43426015797559,37.43426015797559,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-0.6288815024326877,-1.1592806236013986,-3.7434260157975587,3.7434260157975587
23,4500,4457.993185522301,4550,4450,67.4457945519157,66.47286094590527,25.438980074216943,-74.46604646820651,66.47286094590527,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",0.8376410234396392,2.5438980074216944,-7.446604646820651,6.647286094590527
24,4500,4162.7072661886705,4550,4450,67.4457945519157,66.47286094590527,-269.84693925941383,220.81987286542426,-220.81987286542426,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-6.623740931067279,-26.984693925941382,22.081987286542425,-22.081987286542425
25,4500,4070.2155063711857,4550,4450,67.4457945519157,66.47286094590527,-362.3386990768986,313.311632682909,-313.311632682909,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-2.221913622625915,-36.23386990768986,31.3311632682909,-31.3311632682909
26,4500,4113.140526135239,4550,4450,67.4457945519157,66.47286094590527,-319.41367931284503,270.38661291885546,-270.38661291885546,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",1.0546129485493383,-31.941367931284503,27.038661291885546,-27.038661291885546
27,4500,3896.9963123350626,4550,4450,67.4457945519157,66.47286094590527,-535.5578931130217,486.5308267190321,-486.5308267190321,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-5.254967887111517,-53.55578931130217,48.65308267190321,-48.65308267190321
28,4500,3989.6859834989723,4550,4450,67.4457945519157,66.47286094590527,-442.868221949112,393.84115555512244,-393.84115555512244,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",2.378490091728369,-44.2868221949112,39.384115555512246,-39.384115555512246
29,4500,3889.8164253006553,4550,4450,67.4457945519157,66.47286094590527,-542.737780147429,493.71071375343945,-493.71071375343945,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-2.503193449594021,-54.2737780147429,49.371071375343945,-49.371071375343945
30,4500,3852.5337504719873,4550,4450,67.4457945519157,66.47286094590527,-580.020454976097,530.9933885821074,-530.9933885821074,"Profit = min(Index - Initial, Strike Call - Initial) + Call Premium","Profit = max(Index - Initial, Strike Put - Index) - Put Premium","Profit = Put Premium if Index >= Strike Put, else Put Premium - (Strike Put - Index)",-0.958468748966379,-58.0020454976097,53.09933885821074,-53.09933885821074
